Type,ID,Organization,RoadName,DirectionOfTravel,Description,Date Reported,Last Updated,Start Date,Planned End Date,LanesAffected,Latitude,Longitude,EventType,LinkId,Comment
construction,MTO-constructions--2017-2020-814888519,MTO-constructions,403,COMBINED,"Expect delays up to 5 minutes.
 Highway 403 / Longwood Channel and Lower Princess Falls (Upper Cascade) Outfall.
 Lane closure 403 Eastbound (Toronto Bound) from Lincoln M Alexander Parkway to Aberdeen Avenue 21:00 PM to 5:00 AM
 
 January 04, 2019 - January 11, 2019",6/13/2017,1/4/2019,6/13/2017,9/5/2019,No Data,43.262102,-79.893395,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2038-1127439053,MTO-constructions,401,Westbound,"Expect delays up to 30 minutes.
 Highway 401 and Brock Street Interchange project from West of Harwood to East of Thickson Road.
 Eastbound 401  The following recurring nightly closures may be in place: 1) Highway 401 Eastbound  1 lane closed from 9 PM to 6 AM; 2 lanes closed from 11 pm to 6 AM, 2) Ramp from Highway 401 Eastbound to Brock Street Northbound/Southbound from 10 pm to 6 AM, and 3) Ramp from Brock Street Northbound/Southbound to Hwy 401 Eastbound fully closed from 11:59 PM to 6 AM, 4) Two  Lanes Off-Ramps from Stevenson Road to Thickson Road fully closed from 11:59 PM to 5 AM, 5) One-lane On and Off Ramps from Stevenson Road and Thickson Road closed 11:59 PM to 5:00 AM.  Westbound 401  The following recurring nightly closures may be in place: 1) Highway 401 Westbound  1 lane closed from 8 PM to 5 AM; except (Sun & Fri 9 PM to 5AM); 2 lanes closed from 11 pm to 5 AM, and 2) Ramp from Brock Street Southbound to Hwy 401 Westbound from 9:00 PM to 5:30 AM (except on Sun closed 10 PM to 9AM).  Highway 401 Westbound to Consumers  East/West and Consumers  East/West to Highway 401 Westbound Ramps will remain open this period.
 
 January 04, 2019 - January 11, 2019",5/10/2018,1/4/2019,5/10/2018,10/29/2020,No Data,43.866305,-78.936316,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2016-4001-1551456729,MTO-constructions,132,COMBINED,"Expect delays up to 20 minutes.
 Highway 132 - from 100 metres east of Highway 41 to 300 metres west of County Road 5.
 Traffic may encounter daily single lane closures with flagging. Speeds reduced to 60 kilometres per hour during flagging operations.  Effective width 3.75 metres.
 
 January 04, 2019 - January 11, 2019",7/8/2018,1/4/2019,7/8/2018,1/31/2019,No Data,45.445939,-76.752026,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-5001-1548027346,MTO-constructions,65,N/A,"Expect delays up to 5 minutes.
 On Highway 65 at the Makobe River Bridge .3 kilometres west of the junction of Highway 560 in the Township of James. From 345 metres east to 345 metres west of the center of the existing Makobe River Bridge
 Localized single lane closures controlled by traffic control persons during daylight hours.  No speed reduction, lane reductions or height reductions in effect.
 
 January 04, 2019 - January 11, 2019",9/21/2017,1/4/2019,9/21/2017,10/29/2019,No Data,47.730818,-80.331654,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2018-5108-251604281,MTO-constructions,17,COMBINED,"There is no impact on traffic.
 Highway 17, From Sudbury Southeast ByPass (East Junction Regional Road 55) Easterly to Highway 535 (Hagar) for 39.4 kilometres.
 Project includes the following: traffic staging with single 4 metre  lane width including steel beam guide rail height restrictions; reduced speed limits. No lane closures during the holidays
 
 January 04, 2019 - January 11, 2019",5/23/2018,1/4/2019,5/23/2018,7/16/2019,No Data,46.467543,-80.478966,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2001-456805559,MTO-constructions,400,Both Directions,"There is no impact on traffic.
 Highway 400 Northbound/Southbound from Major Mackenzie  to King Road.
 Traffic staging includes narrow lanes and narrow shoulders.  Lane width - 3.5 metres shoulders vary - 0.3 metres.   Speed limit is reduced to 80 kilometres per hour.  No lane closures are anticipated this week.
 
 January 04, 2019 - January 11, 2019",6/19/2017,1/4/2019,6/19/2017,9/3/2020,No Data,43.865329,-79.552791,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2014-3014-1829338237,MTO-constructions,401,Both Directions,"Expect delays up to 10 minutes.
 Hespeler Road (Regional Road 24) to Highway 8.
 Regulatory 80 kilometres speed zones are in affect in construction zone. Reduced lane widths - 3.5 metres with 0.9 metres shoulders. Highway 401 Eastbound from Highway 8 to Hespeler Road Single Lane Closure: October 14th from 10:00 pm - 6:00 am. West-East Ramp (Highway 8 to Highway 401)  Ramp Closure: FULL RAMP CLOSURE. Sunday October 14th 10:00 pm - 4:00 am Single Lane Ramp Closure Monday October 15th 4:00 am - 7:00 am.
 Emergency Detour Route as signed.
 January 04, 2019 - January 11, 2019",6/7/2015,1/4/2019,6/7/2015,7/30/2019,No Data,43.414128,-80.327911,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-5107-1379149740,MTO-constructions,529,None,"There is no impact on traffic.
 Naiscott River Bridge, Designated Construction Zone Limits South Junction Of Highway 69/529 Harrison Township to North Junction of Highway 69/529 Wallbridge Township. Canadian Pacific Railway Overhead Bridge, Designated Construction Zone Limits South Junction of Highway 69/529 Harrison Township to North Junction of Highway 69/529 Wallbridge Township.
 Lane restriction at the CP Rail Overhead Bridge with Light standards. However Contract is on winter shutdown. Work will resume again in the Spring of 2019
 
 January 04, 2019 - January 11, 2019",6/4/2017,1/4/2019,6/4/2017,11/20/2019,No Data,45.771038,-80.496585,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2037-1431735666,MTO-constructions,406,N/A,"Expect delays up to 5 minutes.
 Highway 406 - Twelve Mile Creek Overpass and Highway 406 from Fourth Avenue Underpass to Westchester Crescent Underpass.
 Winter Configuration - Reduced Lane Widths
 
 January 04, 2019 - January 11, 2019",5/21/2018,1/4/2019,5/21/2018,10/31/2019,No Data,43.15671,-79.255322,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-3023-304369205,MTO-constructions,401,Eastbound,"There is no impact on traffic.
 Highway 401 Reconstruction of the Eastbound lanes  from 0.1 kilometres east of Drake Road easterly to 1.4 kilometres east of Chatham-Kent Road 10 and Eastbound lanes from 2.0 kilometre west of Chatham Kent Road 38  to 1.4 kilometres west of Chatham-Kent Road 21.
 1 lane of traffic in the eastbound and westbound lanes from 2.0 kilometres west of Mull Road to 0.9 kilometres west of Victoria Road. To be in place until late November. The eastbound ramps at Kent Bridge Road will remain closed until further notice. Removal of temporary concrete barriers and existing traffic control measures will be ongoing.| The eastbound on and off ramps are closed to traffic. Northbound and Southbound traffic is reduced to single lane from 150 metres north of Highway 401 to 150 metres south of Highway 401 and is controlled by portable temporary traffic signals. Charing Cross Road is fully open to traffic. Westbound traffic from 1.0 kilometre east of Queen's Line to 800 metres west of Queen's Line will be in single lane configuration in the driving lane for the installation of posts  from 7 am to 7 pm daily. Eastbound traffic from County Road 42 to 500 metres east of Queen Street and from Baptiste Creek to 1.8 kilometres east of Queen's Line will be in single lane configuration in the driving lane for the installation of posts from 7 am to 7 pm daily.
 
 January 04, 2019 - January 11, 2019",4/26/2018,1/4/2019,4/26/2018,7/19/2020,No Data,42.31926,-82.263125,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-3031-1385743213,MTO-constructions,401,N/A,"There is no impact on traffic.
 Highway 401  2.5 kilometres east of Duart Road easterly to 0.5 kilometres west of Elgin Road 5 (Dunborough Road). West Elgin
 Ongoing intermittent shoulder closures along Highway 401 on eastbound and westbound. No reduced speed limit or lane width reductions. One lane closure will be done either on eastbound or westbound for a final clean up.
 
 January 04, 2019 - January 11, 2019",4/23/2018,1/4/2019,4/23/2018,12/7/2018,No Data,42.627212,-81.61013,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-6032-194644497,MTO-constructions,808,N/A,"Expect delays up to 10 minutes.
 NORT Road, from 0.5 kilometres North of Pickle Lake road Northerly for 62.5 kilometres.
 Single lane closures.
 
 January 04, 2019 - January 11, 2019",5/8/2018,1/4/2019,5/8/2018,9/26/2019,No Data,51.483743,-90.159005,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-6023-1467911010,MTO-constructions,17,N/A,"Expect delays up to 10 minutes.
 White Lake Narrows Bridge 18.1 kilometres East of Highway 614.
 
 
 January 04, 2019 - January 11, 2019",4/28/2018,1/4/2019,4/28/2018,10/30/2019,No Data,48.721578,-85.625674,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-3029-1471357457,MTO-constructions,402,N/A,"Expect delays up to 5 minutes.
 Highway 402 at Wonderland Road.
 No closures scheduled to take place on Highway 402 eastbound or westbound. Temporary traffic lights on Wonderland Road by the East/South Ramp of Highway 402 and at Station 10+100 south of the bridge will be deactivated and bagged. Shoulder closures will be utilized to allow crews to complete removals of the temporary lights and poles.
 
 January 04, 2019 - January 11, 2019",3/21/2018,1/4/2019,3/21/2018,10/29/2020,No Data,42.892404,-81.292447,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2018-5117-1399838401,MTO-constructions,141,N/A,"Expect delays up to 5 minutes.
 Highway 141 Shadow River Bridge structure replacement, 3.2 kilometres west of Highway 632 (site 44-159)
 Contractor will utilize a temporary single lane closure daily. Speed restriction to 60 kilometres per hour. Temporary lane restriction of 3.5 metres for short durations is possible. No height restrictions.
 
 January 04, 2019 - January 11, 2019",8/20/2018,1/4/2019,8/20/2018,10/13/2019,No Data,45.27238,-79.675027,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2018-3004-1943933837,MTO-constructions,401,COMBINED,"There is no impact on traffic.
 Furnival Road to Iona Road. Kilometre marker 130 to 157.
 Ongoing single lane closures along Highway 401. Speed reduced in some areas to 80 kilometres per hour. No lane width reductions.
 
 January 04, 2019 - January 11, 2019",5/15/2018,1/4/2019,5/15/2018,12/31/2018,No Data,42.482472,-81.911163,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2018-2001-955998229,MTO-constructions,Queen Elizabeth ,N/A,"There is no impact on traffic.
 QEW Toronto Bound from 0.74 kilometre west of Dixie Road to Gardiner Expressway West Bound 0.70 kilometre east of Kipling Avenue.
 Weekly night closures: QEW Eastbound Mainline 1 Lane = 10pm (11pm on Friday) - 5am (7am on Saturday);2 Lanes = 11pm (midnight on Friday) - 5am (6am on Saturday). QEW Westbound Mainline:1 Lane = 11pm (midnight on Friday) - 6am (8am on Saturday); 2 Lanes = midnight (1am on Friday) - 5:30am (6am on Saturday). Ramp The West Mall North to QEW West Full = 11pm - 5am (6am on Saturday). Ramp QEW East to North Service Rd West 1 Lane = 11pm (10pm on Friday) - 5:30am (6am on Saturday); Full = midnight - 5am (6am on Saturday). Ramp Highway 427 Express North to QEW West 1 Lane = 11pm - 5am (6am on Saturday); Full = midnight - 5am (6am on Saturday)
 
 January 04, 2019 - January 11, 2019",9/16/2018,1/4/2019,9/16/2018,8/18/2021,No Data,43.604894,-79.559524,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2048-918234252,MTO-constructions,11,COMBINED,"Expect delays up to 5 minutes.
 Oro Line 3 Underpass. North of the intersection of Highway 11 and Oro Line 7 to 100 metres South of the intersection of Highway 11 and Oro Line 7 in the Township of Oro-Medonte within the County of Simcoe. Oro Line 7 Underpass.  North of the intersection of Highway 11 and Oro Line 3 to 450 metres South of the intersection of highway 11 and Oro Line 3 until October 26, 2018.
 Temporary Traffic Signals on Oro Line 7.
 
 January 04, 2019 - January 11, 2019",5/10/2018,1/4/2019,5/10/2018,8/29/2019,No Data,44.434932,-79.643497,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2018-5105-367783734,MTO-constructions,129,N/A,"Expect delays up to 5 minutes.
 Snowshoe Creek Bridge Deck Rehabilitation, 19.6 kilometres north of Highway 554. Gravel River Bridge Rehabilitation, 51.9 kilometres north of Highway 554. Mashagama Creek Culvert Replacement, 7.3 kilometres west of Highway 129.
 Potential for temporary single lane closure at Snowshoe Creek Bridge to repair the asphalt on Tuesday November 13, 2018. All remaining work at the site has been completed.
 
 January 04, 2019 - January 11, 2019",5/27/2018,1/4/2019,5/27/2018,11/13/2019,No Data,46.763156,-83.364039,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-3299-569626140,MTO-constructions,401,N/A,"There is no impact on traffic.
 Highway 401 North Leg 0.1 kilometre east of Sixth Concession Road easterly to Walker Road overpass, City of Windsor
 Traffic staging removed from 401 Westbound to Dougall Parkway on ramp. Temporary traffic control measures will be removed/ modified once the paving operation and subsequent activities are complete.
 
 January 04, 2019 - January 11, 2019",12/21/2017,1/4/2019,12/21/2017,12/31/2018,No Data,42.244508,-82.969752,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-6039-260693429,MTO-constructions,643,COMBINED,"There is no impact on traffic.
 From Highway 584 Westerly for 19.6 kilometres to Cavell and Anaconda Roads
 Gravel surfaces in areas.
 
 January 04, 2019 - January 11, 2019",5/23/2018,1/4/2019,5/23/2018,6/4/2019,No Data,50.170659,-86.793875,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-6033-138224295,MTO-constructions,17,COMBINED,"Expect delays up to 5 minutes.
 3.36 kilometres West of Highway 622, Westerly for 3 kilometres and from 11.1 kilometres West of Highway 622, Westerly for 0.2 kilometres.
 
 
 January 04, 2019 - January 11, 2019",4/22/2018,1/4/2019,4/22/2018,6/29/2019,No Data,49.52272,-92.090412,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2003-1540668313,MTO-constructions,403,N/A,"Expect delays up to 5 minutes.
 Highway 403  from Winston Churchill Boulevard to Central Parkway.
 Highway 403 Westbound) Hurontario Street & Eglinton Ave   Sunday (November 25, 2018)  1Lane 23:00 - 06:00, High Occupancy Vehicle 20:00 - 06:00, 2Lane 01:00 - 05:30    3Lane 01:00  04:00     Monday to Thursday November 26-29, 2018 )  1Lane 23:00 - 06:00, High Occupancy Vehicle 20:00 - 06:00, 2Lane 23:59 - 05:30    3Lane  01:00  04:00   Hwy 403 Eastbound Hurontario Street & Eglinton Ave     Sunday (November 25, 2018)   1Lane 22:00 - 05:00, High Occupancy Vehicle  20:00 - 05:00, 2Lane 01:00 - 06:00    3Lane 01:00  05:00     Monday to Thursday (November 26-29, 2018 )    1Lane 22:00 - 05:00, HOV High Occupancy Vehicle  20:00 - 05:00, 2Lane 23:59 - 05:00    3Lane 00:00 - 05:00    Eastgate on-ramp to Hwy 403 Westbound  starts at 22.00,   ends at 05:00    Hurontario on-ramp to 403 Eastbound   Sunday (November 25, 2018)    starts at 01.00,   ends at 06:00    Monday to Thursday (November 26-29, 2018 ) starts at 00.00,   ends at 05:00   Alternate Lane Closure  Reduction in Speed Limits  80 Km/h
 
 January 04, 2019 - January 11, 2019",5/21/2017,1/4/2019,5/21/2017,12/28/2018,No Data,43.543341,-79.709624,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2039-947677335,MTO-constructions,Queen Elizabeth ,Eastbound,"Expect delays up to 15 minutes.
 QEW/ from West of Trafalgar Road to East of Winston Churchill and Upper Middle Road over Highway 403 from East of Ford  to West of Winston Churchill Boulevard.
 QEW Westbound (Fort Erie Bound) -  One Lane Closure 21:00 - 06:00;Two Lanes Closures 23:00 to 06:00. QEW Eastbound (Toronto Bound) -  Friday or Saturday Night; (Dec 07 or 08): One Lane Closure 20:00 - 10:00; Two Lanes Closures 22:00 to 10:00; Dec 9-13, as per contract; One Lane Closure 20:00 - 05:00; Two Lanes Closures 22:00 to 05:00. Highway 403 Eastbound: Friday or Saturday Night; (Dec 07 or 08): One Lane Closure 20:00 - 10:00; Two Lanes Closures 22:00 to 10:00; North South-East On Ramp from Ford : Friday or Saturday Night; (Dec 07 or Dec 08):One Lane or Full Closure 21:00 - 10:00.
 
 January 04, 2019 - January 11, 2019",7/8/2018,1/4/2019,7/8/2018,11/26/2021,No Data,43.467773,-79.676702,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-6027-558448435,MTO-constructions,17,N/A,"Expect delays up to 5 minutes.
 1.85 Kilometres West of Highway 72, Dinorwic Lake Culvert Structure. 1.05 Kilometres East of Highway 72, McKenzie Creek Culvert Structure.
 Traffic is open to two lanes of traffic with Westbound passing lane closed. Reduced speed to 60 kilometres per hour. Effective lane width of 5.0 metres and height reduced to 5.8 metres at traffic signals.
 
 January 04, 2019 - January 11, 2019",5/5/2018,1/4/2019,5/5/2018,9/26/2019,No Data,49.681134,-92.492656,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2018-5000-338743947,MTO-constructions,11,Southbound,"There is no impact on traffic.
 Highway 11 northbound and southbound lanes from south  junction. Muskoka Road 3 to 1.9 kilometres north of Highway 60, Includes 3 CNR Structure Rehabilitations
 Various temporary single lane restrictions north bound and south bound lanes from December 17th to December 23rd  at CNR Bridge Structure
 
 January 04, 2019 - January 11, 2019",7/15/2018,1/4/2019,7/15/2018,9/24/2019,No Data,45.312582,-79.245274,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2018-4011-667721020,MTO-constructions,401,Westbound,"Expect delays up to 10 minutes.
 Highway 401 - Gardiners Road / County Road 38 - from 1.5 kilometres west of to 0.3 kilometres east of Gardiners Road (Interchange 611)
 Traffic may encounter nightly single lane closures in the westbound lanes between 7:00 p.m. and 6:00 a.m.  Speeds reduced to 80 kilometres per hour.  Effective width 7.25 metres
 
 January 04, 2019 - January 11, 2019",11/22/2018,1/4/2019,11/22/2018,12/31/2020,No Data,44.285445,-76.570028,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2018-5118-403599505,MTO-constructions,17,None,"There is no impact on traffic.
 Wahnapitae Bridge near Sudbury Water Treatment Plant-CPR Overhead Bridge. 2.18 kilometres West of Highway 537.
 No lane closures during the holiday.
 
 January 04, 2019 - January 11, 2019",8/26/2018,1/4/2019,8/26/2018,10/30/2020,No Data,46.488125,-80.821473,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2014-2009-909764971,MTO-constructions,401,N/A,"Expect delays up to 5 minutes.
 Highway 401 East Bound and West Bound lanes from 700 metres east of 5th Line to Regional Road 25 in Milton.
 There are 3 tentatively scheduled night closures anticipated for next week for 1-2 lanes (period of December 10-16, 2018) between 10:00pm to 5:00am in the Highway 401 Eastbound direction and between 10:00pm to 6:00am in the Highway 401 Westbound direction between west of Regional Road 25 to Trafalgar Road for concrete slip-forming tall wall works, traffic staging and miscellaneous construction and removals.
 
 January 04, 2019 - January 11, 2019",2/18/2015,1/4/2019,2/18/2015,11/30/2018,No Data,43.552773,-79.850052,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-3033-2101607800,MTO-constructions,401,N/A,"Expect delays up to 10 minutes.
 Highway 401 Puslinch and Highway 6 Guelph Area.
 Westwood Road: Portable Temporary Traffic Lights installed. Highway 6 lane closures (1 lane in each direction and to include Canadian National Railway. It will be a one lane alternating closure with no restrictions in width of the open lane). No reduced speed limits. No reduced heights. Note: All the works at Watson Road underpass Highway 401 completed on Aug 31st, 2018. Lanes are open for traffic from Sept 1, 2018. All the works at Westwood Road underpass Highway 6 North will be completed by December 12th, 2018.
 
 January 04, 2019 - January 11, 2019",3/26/2018,1/4/2019,3/26/2018,6/27/2019,No Data,43.468474,-80.074305,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-5134-567845945,MTO-constructions,17,COMBINED,"Expect delays up to 10 minutes.
 Highway 17, from 15.3 kilometres east of Highway 6 easterly 18.8 kilometres to 0.3 kilometres west of Municipal Road 4.
 Lane closures are in place for milling existing paving surface from 7:00 p.m  to 7:00 a.m Sunday night to Friday morning . No width or staging restrictions in place.
 
 January 04, 2019 - January 11, 2019",5/1/2018,1/4/2019,5/1/2018,7/10/2019,No Data,46.373611,-81.360427,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-5003-1537441297,MTO-constructions,11,N/A,"Expect delays up to 5 minutes.
 2.6 kilometres North of the North Junction of Highway 65 On Highway 65.- 0.25 kilometres in length.
 No lane closures anticipated. No lane reductions or height reductions in effect.
 
 January 04, 2019 - January 11, 2019",10/17/2018,1/4/2019,10/17/2018,8/1/2019,No Data,47.397572,-79.749084,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2034-277569362,MTO-constructions,401,Westbound,"Expect delays up to 10 minutes.
 Highway 404/401 Interchange, Highway 401 Underpass Site.  Highway 401 Westbound Express from 500 metres east of Warden Avenue to 600 metres west of Bayview Avenue.
 The following will be in place until December 21th, 2018: 1) Highway 401 westbound off ramp to Highway 404 southbound Don Valley Parkway reduced to one lane, 2) Full closure of Highway 404 southbound collector to express transfer lane south of Sheppard Avenue, and 3) Highway 401 westbound to Highway 404 southbound ramp reduced from two lanes to one lane. Friday Dec 21 to Saturday Dec 22 full closure of Hwy 404 SB to DVP, collector to Hwy 401 WB and EB ramps open. Recurring full closures will occur Monday to Friday from 11:00 pm to 5:00 am and Saturday to 9:00 am. 1)off ramp from Highway 401 eastbound collector to Highway 404 northbound express, lanes affected, full 1 out of 1 2)off ramp from Highway 401 westbound collector to Highway 404 southbound collector, lanes affected, full 1 out of 1.Recurring full closures will occur Monday to Friday from 10:00 pm to 5:00 am and Saturday to 9:00 am. 1)Highway 401 westbound mainline from express before Brimley Road to express at Highway 404, lanes affected: full 3 out of 3. Recurring full closures will occur Monday to Friday from 10:00 pm to 5:00 am and Saturday to 9:00 am. 1)Highway 401 westbound transfer from Warden Ave collector to express, lanes affected: full 2 out of 2 .
 
 January 04, 2019 - January 11, 2019",4/25/2018,1/4/2019,4/25/2018,10/24/2019,No Data,43.767657,-79.338,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2018-5107-1591066991,MTO-constructions,11,COMBINED,"Expect delays up to 5 minutes.
 From 2.0 kilometres North of the North Highway 124 Interchange,  Northerly to 1.0 kilometre South of the McFadden Line Interchange.
 Project on winter shut down, Work will resume in the Spring of 2019
 
 January 04, 2019 - January 11, 2019",5/27/2018,1/4/2019,5/27/2018,10/22/2019,No Data,45.900011,-79.371329,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2046-584862191,MTO-constructions,401,N/A,"Expect delays up to 10 minutes.
 Whites Road Underpass 1&2 Highway 401 Collectors Lanes west of Roughmont  to East of Whites Road. Whites Road, from 170 metres north of Highway 401 Center line to 70 metres south of Highway 401 Center Line. (Alternate) Highway401 from 100 metres east of Whites Road Structure to 100 metres west of Whites Road Structure.
 Wednesday to Saturday, Southbound/Northbound Highway 400 and Highway 11, Lane 1 Closed 00:00, open 23:59 Lane 2, 00:00 open, 23:59 close
 
 January 04, 2019 - January 11, 2019",5/8/2018,1/4/2019,5/8/2018,9/19/2019,No Data,43.816651,-79.114727,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-3024-1481586323,MTO-constructions,6,COMBINED,"There is no impact on traffic.
 0.3 kilometres north of First Line to south junction of Argyle Street in Caledonia, Halidmand County.
 Surface course operation, Lane closed for 1.5 kilometre. Reduced speed limit to 60 kilometres per hour. There is an effective width of 4.5 metres in place.
 
 January 04, 2019 - January 11, 2019",4/9/2018,1/4/2019,4/9/2018,12/3/2018,No Data,42.975295,-80.037122,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-4048-109868948,MTO-constructions,401,Both Directions,"Expect delays up to 5 minutes.
 Highway 401 - Third Line Road Underpass - from 2.1 kilometres east of to 2.1 kilometres west of Third Line Road.
 Traffic will encounter single lane closures from 7:00 a.m. Monday to 3:00 p.m. Friday. Speeds reduced to 80 kilometres per hour. Effective width eastbound 4.65 metres. Effective width westbound 4.93 metres.
 
 January 04, 2019 - January 11, 2019",2/16/2018,1/4/2019,2/16/2018,6/25/2020,No Data,45.176525,-74.409138,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2014-2002-936425095,MTO-constructions,401,N/A,"Expect delays up to 5 minutes.
 Highway 401 East Bound and West Bound lanes from 600 metres east of Appleby Line to 500 metres West of the Guelph Junction Railway Overpass.
 There are 2 tentatively scheduled night closures anticipated for next week for lane 1 only (period of November 19-25, 2018) between 10:00pm to 5:00am in the Highway 401 Eastbound direction and between 10:00pm to 6:00am in the Highway 401 Westbound direction between Highway 6 to Guelph Line to install permanent signage adjacent the highway.
 
 January 04, 2019 - January 11, 2019",3/17/2015,1/4/2019,3/17/2015,12/28/2018,No Data,43.504315,-79.956531,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2021-282301334,MTO-constructions,Queen Elizabeth ,N/A,"Expect delays up to 10 minutes.
 QEW at Bowen Road Interchange.
 Bowen Road (Bridge) will be fully closed until December 21, 2018. Toronto bound off ramp to Bowen Road, Toronto bound on ramp from Bowen Road, Bowen Road (West of Sunset  East ) will be closed until December 21, 2018.
 Detours follow D5 or D6 signage.
 January 04, 2019 - January 11, 2019",9/25/2017,1/4/2019,9/25/2017,12/28/2018,No Data,42.933579,-78.983328,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2032-542801622,MTO-constructions,12,N/A,"Expect delays up to 5 minutes.
 Coldwater River Bridge, 600 metres West of the intersection of Highway 12 and Coldwater Road near the village of Coldwater, Township of Severn. Wye River Bridge Northbound and Southbound Lanes.
 Coldwater River Bridge Site: Temporary Concrete Barriers in place, lane width reduced to 3.75 metres. Bridge traffic reduced to two lanes, one eastbound and one westbound.
 
 January 04, 2019 - January 11, 2019",3/26/2018,1/4/2019,3/26/2018,10/31/2019,No Data,44.699152,-79.642599,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2013-6000-150372021,MTO-constructions,11,N/A,"Expect delays up to 5 minutes.
 From First Street in Nipigon easterly to 1.7 kilometres east of the Highway 11 Junction including the Nipigon River Bridge.
 Bridge currently open to four lanes of traffic. Reduced speed limit of 70 kilometres per hour. May have brief one lane closures during the construction process.
 The contractor is providing a pedestrian transport service across the bridge at 10-15 minute intervals.
 January 04, 2019 - January 11, 2019",8/25/2013,1/4/2019,8/25/2013,1/28/2019,No Data,49.019805,-88.249127,roadwork,,"January 04, 2019 - January 11, 2019"
construction,MTO-constructions--2017-2030-831532649,MTO-constructions,401,N/A,"Expect delays up to 15 minutes.
 Highway 401 Westbound Collector from East of Allen Road to East of Jane Street and Allen Road Interchange; 5.4 kilometres.
 Nightly full closure of Ramp 401 Westbound Collectors to Allen Road Northbound, December 17 to December 21, 10pm to 5:30am. Nightly full closure of Ramp 401 Eastbound Collectors to Allen Road Southbound,  December 17 to December 21, 10pm to 5:30am. Nightly full closure of Ramp Allen Road Northbound to 401 Westbound Collectors,  December 17 to December 21, 10pm to 5:30am. Nightly full closure of Ramp Yorkdale Road to 401 Westbound Collectors,  December 17 to December 21, 10pm to 5:30am. Nightly full closure of Ramp 401 Westbound Collectors to Yorkdale Road,  December 17 to December 21, 10pm to 5:30am.
 
 January 04, 2019 - January 11, 2019",5/27/2018,1/4/2019,5/27/2018,7/1/2021,No Data,43.730016,-79.448805,roadwork,,"January 04, 2019 - January 11, 2019"
